제목,날짜,URL,내용
고난도금융투자상품판정위원회 설치 및 운영에 관한 규정 제정안 행정예고,2020-07-09,https://www.fsc.go.kr/po040301/view?noticeId=3634&curPage=39&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회 공고 제2020-272호

 「고난도금융투자상품판정위원회 설치 및 운영에 관한 규정」을 제정함에 있어 그 제정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 「고난도금융투자상품판정위원회 설치 및 운영에 관한 규정 제정안」을 다음과 같이 공고합니다.

2020년 7월 9일
금융위원회

 「고난도금융투자상품판정위원회 설치 및 운영에 관한 규정 제정안」 행정예고

1. 제정이유    「고위험 금융상품 투자자 보호 강화를 위한 종합 개선방안」(19.12.12.)에 따라 고난도금융투자상품을 제조 또는 판매하는 과정에 투자자 보호장치 및 금융회사 책임성이 강화될 예정임. 금융투자협회의 요청을 받아 개별상품의 고난도금융투자상품 해당여부를 최종적으로 결정하는 고난도금융투자상품판정위원회의 설치 및 운영에 관한 사항을 정하기 위함.

2. 주요내용
  가. 설치 및 구성 (안 제3조, 제4조)
  ㅇ 금융위원회 위원장 소속으로 고난도금융투자상품판정위원회를 설치  ㅇ 위원장(금융위원회 사무처 금융소비자국장), 당연직위원(금융감독원 금융소비자보호처 부원장보), 위촉위원(소비자 보호 전문가, 자본시장 전문가, 법률전문가) 25인으로 구성
  나. 회의 (안 제6조)  ㅇ 회의는 7인(위원장, 당연직위원, 위촉위원 5인)으로 구성하여 과반수의 출석으로 개의하고 출석위원 과반수의 찬성으로 의결
  다. 요청철자 (안 제8조)
  ㅇ 금융회사는 금융상품의 고난도금융투자상품 해당여부가 불분명한 경우에는 한국금융투자협회에 판단을 의뢰  ㅇ 한국금융투자협회는 고난도금융투자상품이 아니라고 판단하는 경우에는 금융위원회에 최종결정을 요청
  라. 처리철자 (안 제9조)
  ㅇ 소관부서의 장은 고난도금융투자상품의 해당여부가 명백하다고 판단되는 경우에는 금융소비자정책과장과 협의하여 위원회 결정없이 회신  ㅇ 금융위원회는 특별한 사유가 없는 한 요청일로부터 14일 이내에 문서로 회신

3. 의견제출
    이 제정안에 대하여 의견이 있는 기관·단체 또는 개인은 2020년 8월 18일까지 다음 사항을 기재한 의견서를 금융위원회로 제출하여 주시기 바랍니다. 
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관·단체의 경우 기관·단체명과 대표자명), 주소 및 전화번호  다. 기타 참고사항 등
  ※ 제출의견 보내실 곳
   - 일반우편 : (03171) 서울특별시 종로구 세종대로 209 정부서울청사 금융위원회 자본시장과
   - 전자우편 : jhleefsc@korea.kr   - 팩스 : 02-2100-2648

4. 그 밖의 사항    제정안에 대한 자세한 사항은 금융위원회 자본시장과(전화 02-2100-2643, 팩스 02-2100-2648)로 문의하여 주시기 바랍니다."
금융위원회운영규칙 일부개정규정안 규정변경예고,2020-07-06,https://www.fsc.go.kr/po040301/view?noticeId=3633&curPage=39&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회공고 제2020 - 252호

 「금융위원회운영규칙」을 일부 개정함에 있어 그 개정이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라「금융위원회운영규칙 일부개정규칙안」을 다음과 같이 공고합니다.

                                                                                            2020년 7월 6일                                                                                                 금융위원회 

 「금융위원회 운영규칙」 일부개정규정(안) 규정변경예고


1. 개정이유

단순반복적인 과태료의 부과ㆍ징수 권한을 금융위원장에게 위임하여,  위원회를 효율적으로 운영하고 검사ㆍ제재 절차를 보다 신속히 처리


2. 주요내용

(1) 과태료 부과·징수 권한의 위임 [→금융위원장]

  가. 신용정보업 관련 과태료(안 별표 3.)      신용정보 전산시스템의 보안유지, 개인신용정보 보호ㆍ관리 등과 관련된 의무의 위반에
      관한 사항

  나. 보험업 관련 과태료(안 별표 6.)     보험설계사가 보험계약의 체결이나 모집시 지켜야하는 설명의무, 공정광고 의무 등의 위반에  관반 사항
      ※ 동 위반사항과 관련하여 중소형GA(500인 미만)에 대한 과태료 부과는 이미 위임되어있으며, 이번 개정에서는 대형GA(500인 이상)에 대한 과태료 부과를 추가로 위임하는 것임

  다. 퇴직연금 관련 과태료(안 별표 13.)
     퇴직연금 가입자에 대한 교육 의무, 적립금 운용방법의 제공 의무 등의 위반에 관한 사항

  라. 대부업 관련 과태료(안 별표 34.)
     대부계약시 설명의무, 자필기재 의무나 대부업자의 과장광고 
     금지 의무 등의 위반에 관한 사항 
        마. 채권추심 관련 과태료(안 별표 43.)
     채권추심 수임시 채무자에 서면통지 의무 등의 위반에 관한 사항
(2) 과태료 위임의 상한금액 설정
   금융위원장에 위임된 과태료*의 경우라도 부과금액이 5억원을 초과할 경우 금융위원회에서
   의결
      * 금번 개정이전에 이미 금융위원장에 위임된 과태료도 포함

3. 의견제출

  이 규정 개정안에 대하여 의견이 있는 단체 또는 개인은 2020년 7월 8일까지 다음 사항을 기재한 의견서를 금융위원회(참조 : 규제개혁법무담당관실, 전화: 02-2100-2898, 팩스: 02-2100-2899, 이메일: ksw914@korea.kr)로 제출하여 주시기 바랍니다.
  가. 규정변경예고사항에 대한 의견
     (찬성 또는 반대 의견과 그 사유 및 기타 참고사항)
  나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호
  다. 보내실 곳 : 금융위원회 규제개혁법무담당관실     (주소 : 03171 서울특별시 종로구 세종대로 209 정부서울청사)"
금융투자업규정 일부개정규정안 규정변경예고,2020-07-06,https://www.fsc.go.kr/po040301/view?noticeId=3632&curPage=39&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회 공고 제2020-255호
   
 「금융투자업규정」을 일부 개정함에 있어 그 개정이유와 주요내용을 미리 국민에게 널리 알려 의견을 듣고자 행정절차법 제46조에 따라 다음과 같이 「금융투자업규정 일부개정규정안」을 공고합니다.
   
2020년 7월 6일
금융위원회 위원장
   
「금융투자업규정 일부개정규정안」 규정변경예고
   
1. 개정이유
   
 「자본시장과 금융투자업에 관한 법률」 제416조 및 동법 시행령 제369조에 따라 금융위원회가 행사하는 조치명령권의 세부기준을 정하여 향후 조치명령권 행사의 법적 안정성 및 피조치자의 예측가능성을 확보하고자 함

2. 주요내용
   
 조치명령권의 행사기준으로 수단의 적정성ㆍ보충성, 침해 최소성, 명확성을 규정하고, 원칙적으로 1년 이내의 범위에서 조치명령의 목적을 달성하기 위하여 필요한 최소한의 기간으로 명령의 유효기간을 설정하도록 함
   
3. 의견제출
   
 이 개정안에 대하여 의견이 있는 기관ㆍ단체 또는 개인은 2020년 8월 15일까지 다음 사항을 기재한 의견서를 금융위원회(공정시정과)로 제출하여 주시기 바랍니다.
   
 가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호
다. 그 밖의 참고 사항 등
 
※ 제출의견 보내실 곳
- 일반우편 : 03171 서울특별시 종로구 세종대로 209 정부서울청사 금융위원회 공정시장과
- 전자우편 : wtsim@korea.kr
- 팩스 : 02-2100-2678
   
4. 그 밖의 사항
   
 개정안에 대한 자세한 사항은 금융위원회 공정시장과(전화 02-2100-2688, 팩스 02-2100-2678)로 문의하여 주시기 바랍니다."
신용협동조합법 시행령 일부개정령안 입법예고,2020-07-03,https://www.fsc.go.kr/po040301/view?noticeId=3631&curPage=39&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"● 금융위원회 공고 제2020-236호 
   
 「신용협동조합법 시행령」을 일부 개정함에 있어, 그 개정이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣기 위하여 「행정절차법」 제41조에 따라 다음과 같이 「신용협동조합법 시행령」을 공고합니다.
   
 2020년 7월 3일
 금융위원회 위원장
   
   
   
신용협동조합법 시행령 일부개정령(안) 입법예고
   
1. 개정이유 
   
 신용협동조합의 자금운용 애로 해소, 서민금융 활성화 등을 위해 신용협동조합의 비조합원 대출규제를 완화하되 신용협동조합 등 상호금융업권의 여신심사 및 사후관리에 대한 책임성을 강화하고 금융사고 예방을 위한 내부통제시스템 개선을 유도하기 위해 구체적인 업무처리기준을 정하는 한편, 신용협동조합의 행정정보 공동이용을 위한 법령상 근거를 규정하려는 것임.
   
2. 주요내용 
   
 가. 신협의 행정정보 공동이용의 근거 마련(안 제15조의2)
 신협 및 중앙회가 행정정보 공동이용망을 활용하여 금융거래 등 신협 이용시 필요한 증빙서류를 조회할 수 있도록 법령상 근거 마련
   
 나. 신용협동조합의 비조합원 대출규제 완화(안 제16조의2)
 전국을 10개 권역 단위로 구분하고 권역내 대출을 조합원 대출로 간주하되 권역외 대출한도를 3분의 1 이하로 설정
   
 다. 여신심사 및 금융사고 관련 리스크 관리 강화(안 제20조의2)
 상호금융업권의 여신심사 및 사후관리업무에 대한 책임성을 강화하고 금융사고 예방을 위한 내부통제시스템 개선을 유도하기 위해 구체적인 업무처리기준을 규정화함
   
3. 의견 제출
   
 이 개정안에 대해 의견이 있는 기관ㆍ단체 또는 개인은 2020년 8월 12일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(중소금융과)로 제출하여 주시기 바랍니다.
 가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
 나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호
 다. 그 밖의 참고 사항 등
   
※ 제출의견을 보내실 곳
- 일반우편 : 03171 서울시 종로구 세종대로 209 정부서울청사 금융위원회 
- 전자우편(이메일) : chjp80@korea.kr 
- 팩스 : 02-2100-2933
   
4. 그 밖의 사항
   
 개정안에 대한 자세한 사항은 금융위원회 중소금융과(전화 02-2100-2994, 팩스 02-2100-2933)로 문의하여 주시기 바랍니다"
상호금융업감독규정 일부개정규정안 규정변경예고,2020-07-03,https://www.fsc.go.kr/po040301/view?noticeId=3630&curPage=39&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"● 금융위원회공고 제2020-237호
   
 「상호금융업감독규정」을 개정하는 데에 있어, 그 개정이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣기 위하여 「행정절차법」 제41조에 따라 다음과 같이 공고합니다. 
   
 2020년 7월 3일
 금융위원회 위원장
   
   
「상호금융업감독규정」 일부개정규정안 입법예고
   
1. 개정이유
   
 신용협동조합 설립시 전문인력 요건을 완화하고, 신용협동조합의 공동유대 확대제도와 상호금융조합의 동일인 대출한도 규제를 합리적으로 개선하며, 상호금융조합의 개인사업자 여신에 대한 채무조정 후 자산건전성 분류 상향을 허용하여 조합의 채무조정 유인을 강화하고, 신용협동조합 중앙회의 외국환업무 허용에 따른 등록요건을 규정하는 한편, 상호금융기관의 여신관리 미흡에 따른 부실화 및 금융사고 방지를 위해 위험관리기준에 여신심사 및 사후관리 기준, 금융사고 예방 및 재발방지 대책 수립 의무를 포함하는 「신용협동조합법 시행령」개정을 추진함에 따라, 시행령에서 위임된 세부사항을 규정하는 등 제도 운영에 필요한 사항을 반영하고자 함 
   
2. 주요 내용
   
 가. 신용협동조합 설립시 전문인력 요건 개선(안 제4조의2)
 신용협동조합 실립시 전문인력 요건에 해당업무 경력 등을 추가하여 조합 설립시 부담을 완화
 
나. 공동유대 확대제도 개선(안 제4조의3)
 주사무소 소재지와 관계없이 조합이 속한 시·군·구와 생활권·경제권이 밀접한 인근의 일부 읍·면·동으로 공동유대를 확대할 수 있게 하는 등 신용협동조합의 공동유대 확대제도를 개선
   
 다. 동일인 대출한도 규제 합리화(안 제6조제1항 및 제7항)
 서민금융진흥원이 취급하는 햇살론도 동일인 대출한도 산정시 대출액에서 제외하고, 상호금융조합의 동일인 대출한도(100억원) 적용대상에 준조합원 법인을 추가
   
 마. 개인사업자 여신의 자산건전성 분류 개선(안 제11조)
 상호금융조합의 개인사업자 대출에 대해서도 채무조정 후 성실상환시 자산건전성을 상향 조정할 수 있게 함으로써 조합의 채무조정 유인을 강화
   
 바. 상호금융 조합 및 중앙회의 여신업무 및 금융사고 관련 위험 관리 강화(안 제16조의6, 제16조의7 및 제20조)
 상호금융조합의 여신심사 및 사후관리에 대한 책임성을 강화하고 금융사고 예방을 위한 내부통제시스템 개선을 유도하기 위해 구체적 업무처리기준을 규정
   
 사. 신용협동조합 중앙회 외국환업무 등록요건 규정(안 제20조)
 신용협동조합 중앙회의 외국환 업무 허용에 따른 등록요건을 규정
   
3. 의견제출
   
 이 개정안에 대해 의견이 있는 기관ㆍ단체 또는 개인은 2020년 8월 12일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 온라인으로 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(중소금융과)로 제출하여 주시기 바랍니다.
   
 가. 입법예고사항에 대한 의견(찬성 또는 반대 의견과 그 사유 및 기타 참고사항)
 나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호
 다. 그 밖의 참고 사항 등
 ※ 제출의견 보내실 곳
 - 일반우편 : 서울시 종로구 세종대로 209, 정부서울청사 금융위원회 
 - 전자우편 : chjp80@korea.kr
 - 팩스 : 02-2100-2933
   
4. 그 밖의 사항
 개정안에 대한 자세한 사항은 금융위원회 중소금융과(전화 02-2100-2994, 팩스 02-2100-2933)로 문의하여 주시기 바랍니다"
여신전문금융업감독규정 일부개정규정안 규정변경예고,2020-07-01,https://www.fsc.go.kr/po040301/view?noticeId=3629&curPage=40&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"⊙ 금융위원회공고 제2020-246호     ?여신전문금융업 감독규정?을 개정함에 있어, 그 개정이유와 주요내용을 미리 국민에게 알려 이에 대한 의견을 듣고자 「행정절차법」제46조에 따라 다음과 같이 공고합니다.
    2020년 7월 1일        금융위원회 위원장

여신전문금융업 감독규정 일부개정규정(안) 규정변경예고

1. 개정이유
   여신전문금융회사의 부동산PF 대출 및 채무보증 확대에 따른 리스크 관리 강화를 위해 부동산PF 채무보증 취급한도를 신설하고 부동산PF 관련 대손충당금 적립기준을 개선하며 카드사의 정상적인 자산성장과 신사업 진출 등을 지원하기 위해 카드사의 레버리지 한도를 확대하고, 생산적 금융을 유도하기 위해 여신전문금융회사의 레버리지 규제를 합리화하고자 함

2. 주요내용

가. 부동산PF 채무보증 취급한도 신설(안 제11의3조)   여신전문금융회사의 무분별한 부동산PF 채무보증 확대를 방지하기 위해 “부동산PF 대출 및 채무보증의 합계액”을 여신성 자산의 30% 이내로 제한

나. 부동산PF 관련 대손충당금 적립기준 개선(안 제11조)   여신전문금융회사의 부동산PF 대출 및 채무보증의 건전성 관리를 강화하기 위해 타 업권에 맞추어 부동산PF대출 관련 적립률 하향규정을 삭제하고, 부동산PF 채무보증도 PF대출과 동일한 비율로 대손충당금 적립의무 부과

다. 레버리지 규제 합리화(안 제7의3조)    카드사의 레버리지 한도를 6배에서 8배로 확대하되, 직전 1년간 당기순이익의 30% 이상 이익배당시에는 레버리지 한도를 7배로 하며, 기업대출 등 생산적 금융을 유도하기 위해 여신전문금융회사의 레버리지 총자산 계산시 가계대출(115%), 기업대출(85%), 주택임대업·주택매매업대출(115%)에 대한 가중치를 차등적용

3. 의견 제출
   이 개정규정안에 대해 의견이 있는 기관ㆍ단체 또는 개인은 2020년 7월 20일까지 다음 사항을 기재한 의견서를 금융위원회(중소금융과)로 제출하여 주시기 바랍니다.
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호  다. 그 밖의 참고 사항 등

※ 제출의견을 보내실 곳
 - 일반우편 : 03171 서울시 종로구 세종대로 209 정부서울청사  
 - 전자우편(이메일) : jinwoongkwon@korea.kr  - 팩스 : 02-2100-2933

4. 그 밖의 사항
   개정안에 대한 자세한 사항은 금융위원회 중소금융과(전화 02-2100-2983, 팩스 02-2100-2933)로 문의하여 주시기 바랍니다"
자본시장법 시행령 일부개정령안 입법예고,2020-07-01,https://www.fsc.go.kr/po040301/view?noticeId=3628&curPage=40&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회 공고 제2020-240호
 
 
「자본시장과 금융투자업에 관한 법률 시행령」을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 공고합니다.
 
2020년 7월 1일
금융위원회
 


「자본시장과 금융투자업에 관한 법률 시행령」 일부개정령안 입법예고
 
1. 개정이유
최근 사모펀드 시장에서 불완전판매, 유동성 관리 실패 및 운용상 위법ㆍ부당행위 등 투자자 보호 문제가 제기됨에 따라 부작용을 해소하기 위한 제도개선 사항을 반영하고자 함
 
2. 주요내용
가. 복층 투자구조를 이용한 공모규제 회피 차단 (안 제14조제2항)
다수의 자사 자펀드가 모펀드 기준 30% 이상 투자한 경우, 해당 자펀드들의 투자자 수를 모펀드 투자자 수에 합산하도록 함
 
나. 투자설명자료를 위반한 사모펀드 운용 금지 (안 제87조제4항제1호)
운용사가 사모펀드 투자설명자료에 기재된 내용을 위반하여 펀드재산을 운용하는 경우 불건전영업행위로 규율함
 
다. 불건전 영업행위 규율 확대 (안 제87조제4항제8호의3, 제8호의4, 제8호의5)
①자사펀드간 상호 순환투자 및 이를 회피하기 위해 타사펀드를 활용하는 행위를 금지하고, ②펀드자금 투자를 조건으로 투자상대방에게 펀드 가입을 강요하는 꺾기 행위 금지하며, ③1인펀드 금지 규제 회피를 위해 자사펀드를 해당펀드의 수익자로 참여시키거나, 이를 회피하기 위해 타사펀드를 이용하는 행위를 제한함
 
라. 사모펀드 영업보고서 제출주기 단축 및 기재사항 확대 (안 제271조의10제6항 및 제7항)
사모펀드 영업보고서 제출주기를 ‘분기’로 단축하고, 영업보고서 기재사항을 확대하여 파생상품 매매현황 보고시 위험평가액을 기재하도록 하고, 그밖에 금융위원회가 정하여 고시하는 사항을 기재하도록 함
 
마. 적기시정조치 위반을 인가ㆍ등록취소 사유에 추가 (안 제373조제1항)
금융투자업자가 경영개선명령 등 경영건전성 개선을 위한 금융위원회의 명령을 위반한 경우를 금융투자업 인가 및 등록을 취소할 수 있는 사유로 규정함

3. 의견제출
이 개정안에 대하여 의견이 있는 기관ㆍ단체 또는 개인은 2020년 8월 10일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(참조 : 자산운용과)로 제출하여 주시기 바랍니다.

가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)

나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호

다. 보내실 곳 : 금융위원회(자산운용과)
ο 주소 : (03171) 서울시 종로구 세종대로 209 정부서울청사
ο 전화 : 02-2100-2662
ο 팩스 : 02-2100-2679
ο 이메일 : asset1234@korea.kr

※ 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/지식마당/법령정보/입법예고)를 참고하시기 바랍니다."
금융투자업규정 일부개정규정안 규정변경예고,2020-07-01,https://www.fsc.go.kr/po040301/view?noticeId=3627&curPage=40&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"▣ 금융위원회 공고 제2020-247호

 「금융투자업규정」일부를 개정함에 있어 그 개정이유와 주요 내용을 미리 국민에게 알려 이에 대한 의견을 듣고자 행정절차법 제46조에 따라 다음과 같이 공고합니다. 

2020년 7월 1일
금융위원회 위원장
   
1. 개정이유
   
 최근 사모펀드 시장에서 불완전판매, 유동성 관리 실패 및 운용상 위법ㆍ부당행위 등 투자자 보호 문제가 제기됨에 따라 부작용을 해소하기 위한 제도개선 사항을 반영하는 한편, 신용평가회사의 공시서류의 제출시기를 완화하는 등 제도 운영과정에서 나타난 일부 미비점을 개선하고자 함 
   
2. 주요 내용 
   
 가. 2종 금융투자업자의 범위에 전문사모운용사를 추가 (안 제3-6조, 제3-26조, 제3-27조, 제3-28조, 제3-36조, 제4-40조)
  전문사모운용사에 대해서도 공모운용사와 동일하게 최소영업자본액 이상의 자본금 유지의무를 부과하는 한편, 기준 미충족시 경영개선권고「경영개선요구」경영개선명령 등 적기시정조치 대상에서는 제외함  
   
 나. 경영개선계획 불이행시 조치를 명확화 (안 제3-34조)
 경영개선명령을 받은 금융투자업자가 경영개선계획을 불이행한 경우 당해 금융투자업에 대한 인가뿐만 아니라 등록도 함께 취소하도록 명확화함 
   
 다. 자산운용사의 업무보고서 기재내용 확대 (안 제3-66조) 
 운용자산규모 2,000억원 이상 자산운용사의 업무보고서 제출시 위험관리정책 및 내부통제정책의 이행내역을 기재하도록 의무화함 

 라. 사모펀드의 위험평가액 산정방식 변경 (안 제4-54조) 
 사모펀드의 위험평가액 산정시 총수익스왑(TRS) 또는 이와 유사한 거래를 통해 사실상의 차입과 같은 효과가 있는 경우에는 준거자산의 취득가액을 위험평가액으로 하도록 함  
   
 마. 펀드의 자전거래 요건 강화 (안 제4-59조) 
 자전거래시, 신뢰할 만한 시가가 없는 모든 자산에 대한 제3의 독립기관의 평가를 의무화하고, 월 자전거래 규모는 직전 3개월 평균수탁고의 20% 이내로 제한하도록 함
   
 바. 사모펀드 일반투자자에 대한 운용위험보고서 제공 의무 (안 제4-63조)
 운용사가 사모펀드 일반투자자에게 운용위험과 관련된 보고서를 제공하지 않는 것을 불건전영업행위로 규율
   
 사. 차입을 통해 운용하는 펀드의 집합투자규약 기재사항 확대 (안 제7-8조)
 펀드가 차입을 통하여 운용하고자 하는 경우 차입 가능성 및 최대 차입한도를 집합투자규약에 반영하도록 함 
   
 아. 사모펀드의 감독당국 보고사항 확대 (안 제7-41조의6)
 사모펀드의 감독당국 보고서류에 안 제4-63조에 따른 운용위험보고서의 내용 중 중요한 사항을 기재하여 제출하도록 함
   
 자. 신용평가회사의 공시서류 제출시기 완화 등 (안 제8-19조의7, 제8-19조의10, 제8-19조의11)
 신용평가회사 표준내부통제기준 제정 주체를 금융감독원장에서 관련 협회로 변경하고, 신용평가자료 확인의무 주체를 명확히 하며, 일부 공시서류의 제출시기를 명확화함 
 
3. 의견제출
   
 이 감독규정 개정안에 대하여 의견이 있는 단체 또는 개인은 2020년 8월 10일까지 다음 사항을 기재한 의견서를 금융위원회(자산운용과)로 제출하여 주시기 바랍니다.
   
 가. 입법예고사항에 대한 의견(찬성 또는 반대 의견과 그 사유 및 기타 참고사항)
 나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호
   
※ 제출의견을 보내실 곳
 - 일반우편 : 03171 서울특별시 종로구 세종대로 209
 - 전자우편 : asset1234@korea.kr
 - 팩 스 : 02-2100-2679
   
4. 그 밖의 사항
   
  개정안에 대한 자세한 사항은 금융위원회 자산운용과(전화 02-2100-2662)로 문의하여 주시기 바랍니다."
농림수산업자 신용보증법 시행규칙 일부개정령안 입법예고,2020-06-30,https://www.fsc.go.kr/po040301/view?noticeId=3626&curPage=40&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회 공고 제2020-235호

  「농림수산업자 신용보증법 시행규칙」을 일부 개정함에 있어 그 개정 이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 「농림수산업자 신용보증법 시행규칙 일부개정령안」을 공고합니다.

2020년 6월 30일
금융위원회


「농림수산업자 신용보증법 시행규칙 일부개정령안」입법예고

1. 개정이유
  농협은행 및 수협은행의 출연과 관련된 사항을 규정하고자 함

2. 주요내용
가. 농ㆍ수협은행의 농림수산업자신용보증기금 출연요율을 인상(안 제1조의2제2항제1호)
나. 수납할 출연대상금액, 수납시기, 사후정산방법 등에 대하여 금융위원회의 승인을 얻어 요청하는 경우에는 장래에 납부 할  출연금을 미리 납부할 수 있도록 함(안 제1조의3제1항)
다. 개정 수산업조합법에 따라 출연주체를 수산업협동조합중앙회에서 수협은행으로 정비(안 제1조의2제1항제3호)

3. 의견제출
  이 개정안에 대해 의견이 있는 기관ㆍ단체 또는 개인은 2020년 7월 20일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(산업금융과)로 제출하여 주시기 바랍니다.

 가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
 나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호 다. 그 밖의 참고 사항 등
 ※ 제출의견을 보내실 곳
   - 일반우편 : 금융위원회 산업금융과(서울특별시 종로구 세종대로 209)
   - 전자우편 : bae1197@korea.kr   - 팩스 : 02-2100-2879

4. 그 밖의 사항  개정안에 대한 자세한 사항은 금융위원회 산업금융과(전화 02-2100-2863, 팩스 02-2100-2879)로 문의하여 주시기 바랍니다."
금융투자업규정 일부개정규정안 규정변경예고,2020-06-29,https://www.fsc.go.kr/po040301/view?noticeId=3625&curPage=40&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"◎ 금융위원회 공고 제2020-242호
 「금융투자업규정」을 일부 개정함에 있어 그 개정이유와 주요내용을 미리 국민에게 널리 알려 의견을 듣고자 행정절차법 제46조에 따라 다음과 같이 「금융투자업규정 일부개정규정안」을 공고합니다.
2020년 6월 29일
금융위원회

「금융투자업규정 일부개정규정안」 규정변경예고

1. 개정이유
  「자본시장분야 규제입증책임제(’19.8월)」,「공시ㆍ회계, 자본시장인프라 분야 규제입증책임제(’19.11월)」,「혁신금융 활성화를 위한 자본시장 정책과제(’20.3월)」 등의 후속조치로 자본시장분야 제도 개선사항을 반영하기 위함

2. 주요내용
가. 경미한 보고사항에 대한 보고기한 확대(안 제2-16조)
  금융투자업자 해외현지법인 등의 대표자 변경, 외국 금융투자업자 본점의 대표자 변경 등 금융투자업자의 보고사항 중 경미한 사항에 대해서는 사유가 발생한 날이 해당하는 분기 종료 후 45일 이내에 보고하도록 규정
나. 중소ㆍ벤처기업 대출에 대한 NCR 규제부담 완화(안 제3-14조)
  영업용순자본 산정시 일정 규모 내의 중소·벤처기업 대출채권에 대해서는 차감항목의 예외로 인정
다. 액셀러레이터 업무 겸영 허용(안 제4-1조)
  금융투자업자가 겸영 업무로 수행할 수 있는 업무에 액셀러레이터 업무를 추가
라. 종합금융투자사업자의 발행어음 조달한도 산정기준 개선(안 제4-102조의7)
  종합금융투자사업자가 단기금융업무를 통해 조달할 수 있는 자금의 한도(자기자본의 200%) 산정 시 중소·벤처기업에 대한 투자 및 신용공여 금액을 제외

3. 의견제출
  이 개정안에 대하여 의견이 있는 기관ㆍ단체 또는 개인은 2020년 7월 13일까지 다음 사항을 기재한 의견서를 금융위원회로 제출하여 주시기 바랍니다.
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관ㆍ단체의 경우 기관ㆍ단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 참고 사항 등
  ※ 제출의견 보내실 곳
   - 일반우편 : 03171 서울특별시 종로구 세종대로 209 정부서울청사 금융위원회 자본시장과
   - 전자우편 : nhy1122@korea.kr
   - 팩스 : 02-2100-2648

4. 그 밖의 사항
  개정안에 대한 자세한 사항은 금융위원회 자본시장과(전화 02-2100- 2643, 팩스 02-2100-2648)로 문의하여 주시기 바랍니다."
